mi,mine,theirs,mine_hold1,mine_noskip
23375,6.591339341692791,6.11989767620021,6.787219318181818,7.05092803030303
23376,7.112046590909091,7.50391975229826,7.53600909090909,6.914383997276132
23377,-9.129632196969697,-6.64085444444444,-8.169740909090908,-8.34980878021791
23378,2.85159901259789,2.13452555555556,2.6391202247191035,3.427741636874363
23379,-1.571678651685392,-1.1802411111111,-1.745087640449436,-1.9579882646691633
23380,6.203179979192677,7.03089230769231,6.453745555555555,6.590339762796504
23381,-4.527709708697461,-5.4578032967033,-4.756013333333331,-4.36218074074074
23382,8.601322592592593,8.18272197802198,10.277073333333334,9.23143962962963
23383,1.0196433333333337,-0.0192869565217402,-0.15813555555555456,0.22667358974358975
23384,1.5974760154660155,1.85055760869565,1.3631658241758244,1.4549206552706555
23385,1.0609471102971106,0.578285869565218,2.5118098901098915,1.4082832844932849
23386,2.042970327292349,2.80178586956522,2.40855557997558,1.8523094505494504
23387,1.1849131746031745,1.17528369565217,2.748472527472527,1.820305381076252
23388,7.577048553202031,7.07826304347826,7.932676086956522,7.460214735538213
23389,-8.864969405956364,-6.4042914893617,-7.901955434782609,-8.49811811594203
23390,0.8866076086956526,2.17556914893617,1.8146369565217388,1.7872298932522992
23391,-1.527471801464859,-1.13018085106383,-1.675282795698925,-1.5296784400810342
23392,3.5049578697210535,4.30444187828872,3.751707526881721,3.7478948066803937
23393,4.497567467398764,7.30531818805765,5.5485067032715625,5.104998699763593
23394,-1.1727380195226114,-1.61200939144361,0.1655351063829788,-0.5839423282238999
23395,-1.4402247998169755,-1.63069263157895,-2.4210170212765956,-2.317169858156028
23396,0.5879378479371616,0.10256203807391,-0.35016261725005704,0.4904046125379798
23397,-3.056570529245786,-3.90744303471445,-2.581857446808511,-2.5665451556310126
23398,-2.5914379280103716,-2.41957263157894,-2.987960638297873,-2.709962057058685
23399,6.316041877566257,6.21088105263158,6.3265905263157896,5.599789596864502
23400,-3.9720803359462487,-3.57970442649264,-5.172233684210526,-3.9555526315789478
23401,-3.310304262784622,-3.49996736842105,-4.08134,-3.7466537513997764
23402,2.36537117581187,1.20550421052632,1.834433605823068,1.9899003247480402
23403,3.8999655655095187,4.24839440789474,4.671138947368421,4.538807670772677
23404,-3.940635397536394,-3.07246094286941,-2.4965905263157895,-3.677566118421053
23405,-0.9628509283625735,-1.26762680412371,1.13049774122807,-1.1613271747076026
23406,-1.189468909107877,-0.0315721971649445,-1.8277020833333337,-2.1466828179824566
23407,-6.5949277010233915,-3.76656494845361,-2.9045979166666664,-5.116220833333334
23408,2.5953714875730993,3.4754106314433,3.0768821820175445,1.117819919590643
23409,0.5808956944444448,1.84942784579038,-1.8267177083333328,-0.6298819846491222
23410,0.3784995687134503,1.87056703134862,1.647115625,0.976283651127389
23411,6.350891201317296,7.67316530612245,6.10833297895189,5.831144322737686
23412,5.586487256586484,6.2351612244898,3.9577793814432995,5.636371545675831
23413,1.2698421713917525,-0.0672989795918344,2.3712999999999997,0.847958766466208
23414,-0.022406779782359623,-0.552293346088435,-1.3338041237113403,-0.7606690721649483
23415,-4.31655910652921,-2.42640604881128,-4.466117525773196,-4.851854639175257
23416,5.8163553264604815,6.07485034714917,5.799711340206185,5.700561571638965
23417,-2.564046630198471,-2.29388470439722,-1.8532677256469596,-1.815806785188302
23418,-4.939935616102111,-6.36950612244898,-4.213281527456344,-4.452011210463567
23419,7.407039816957711,8.70325825463879,7.094077551020408,7.524706073357177
23420,1.8167369142588308,3.84067083203165,1.5044643067536292,0.9651152499112738
23421,1.3180200568345635,1.33785363948766,1.3092455060812203,1.1051928237065938
23422,-1.4030752036813894,-0.453988999999999,-1.5825424242424242,-1.492756070913214
23423,1.3075615233972377,1.985858,1.2365969696969699,1.0655221947364804
23424,2.4225587164158595,2.39377470707071,2.256154246547104,2.085243454957741
23425,1.191151157836872,1.391012,1.4866828282828286,1.2013872019514877
23426,-1.220312932041504,0.0008419999999991,-0.12820303030303057,-0.6137534370920084
23427,3.700459420875421,3.688998,3.4062216969696966,3.325052505050505
23428,-2.001359400673401,-1.77549,-1.9534500000000004,-2.0306558552188556
23429,1.3348242222222222,0.980829702970297,1.724735,1.1331360000000004
23430,1.6645213333333335,2.04970394059406,1.69751,1.4142006666666667
23431,0.06331409427609422,0.918031643564357,0.548609,0.38068276094276093
23432,-0.0975167845117845,-0.35338285148515,-0.909392,-0.29412433333333327
